guess,run,config,good,bad,%,recall,mca,ms
1st,33-279,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -aggr -cheb -flucid,7.0,10.5,39.705,100.0,28.0,1013.0
1st,78-232,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -high -lpc -hamming -flucid,7.0,10.5,39.864999999999995,100.0,28.0,1136.0
1st,118-119,-noclustering --nothreshold --niolocking -dynaclass -noise -band -lpc -cos -flucid,7.0,10.5,40.035,100.0,28.0,1192.0
1st,29-294,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -fft -diff -flucid,7.0,10.5,39.705,100.0,28.0,714.0
1st,18-353,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -fft -cheb -flucid,7.0,10.5,39.705,100.0,28.0,768.0
1st,395-60,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -raw -minmax -diff -flucid,6.5,11.0,37.42,100.0,34.0,171.0
1st,462-39,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -raw -minmax -diff -flucid,6.5,11.0,37.42,100.0,34.0,216.0
1st,388-45,-noclustering --nothreshold --niolocking -dynaclass -silence -raw -minmax -diff -flucid,6.5,11.0,37.42,100.0,34.0,244.0
1st,329-25,-noclustering --nothreshold --niolocking -dynaclass -noise -raw -minmax -diff -flucid,6.5,11.0,37.42,100.0,34.0,259.0
1st,48-430,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -fft -mink -flucid,6.5,11.0,36.925,100.0,34.0,763.0
1st,68-349,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -aggr -mink -flucid,6.5,11.0,36.925,100.0,34.0,1059.0
1st,544-28,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -low -fft -eucl -flucid,6.5,11.0,37.42,100.0,29.0,704.0
1st,526-22,-noclustering --nothreshold --niolocking -dynaclass -silence -low -fft -eucl -flucid,6.5,11.0,37.42,100.0,29.0,757.0
1st,572-23,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -norm -fft -eucl -flucid,6.5,11.0,37.42,100.0,29.0,813.0
1st,527-49,-noclustering --nothreshold --niolocking -dynaclass -noise -norm -fft -eucl -flucid,6.5,11.0,37.42,100.0,29.0,823.0
1st,474-15,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -norm -aggr -eucl -flucid,6.5,11.0,37.42,100.0,29.0,939.0
1st,568-43,-noclustering --nothreshold --niolocking -dynaclass -noise -norm -aggr -eucl -flucid,6.5,11.0,37.42,100.0,29.0,990.0
1st,449-14,-noclustering --nothreshold --niolocking -dynaclass -silence -low -aggr -eucl -flucid,6.5,11.0,37.42,100.0,29.0,1029.0
1st,581-34,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -low -aggr -eucl -flucid,6.5,11.0,37.42,100.0,29.0,1046.0
1st,146-66,-noclustering --nothreshold --niolocking -dynaclass -silence -norm -fft -mink -flucid,6.5,11.0,37.254999999999995,100.0,26.0,387.0
1st,229-117,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -norm -fft -mink -flucid,6.5,11.0,37.254999999999995,100.0,26.0,418.0
1st,194-145,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -norm -aggr -mink -flucid,6.5,11.0,37.254999999999995,100.0,26.0,688.0
1st,221-122,-noclustering --nothreshold --niolocking -dynaclass -silence -norm -aggr -mink -flucid,6.5,11.0,37.254999999999995,100.0,26.0,700.0
1st,97-194,-noclustering --nothreshold --niolocking -dynaclass -silence -high -minmax -eucl -flucid,6.5,11.0,37.09,100.0,26.0,702.0
1st,299-146,-noclustering --nothreshold --niolocking -dynaclass -silence -low -fft -mink -flucid,6.5,11.0,37.254999999999995,100.0,26.0,735.0
1st,152-80,-noclustering --nothreshold --niolocking -dynaclass -silence -bandstop -fft -mink -flucid,6.5,11.0,37.254999999999995,100.0,26.0,746.0
1st,240-78,-noclustering --nothreshold --niolocking -dynaclass -noise -endp -lpc -mink -flucid,6.5,11.0,37.254999999999995,100.0,26.0,748.0
1st,179-110,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -lpc -cheb -flucid,6.5,11.0,37.254999999999995,100.0,26.0,750.0
1st,300-97,-noclustering --nothreshold --niolocking -dynaclass -noise -norm -fft -mink -flucid,6.5,11.0,37.254999999999995,100.0,26.0,762.0
1st,269-132,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -lpc -mink -flucid,6.5,11.0,37.254999999999995,100.0,26.0,767.0
1st,147-131,-noclustering --nothreshold --niolocking -dynaclass -noise -endp -lpc -eucl -flucid,6.5,11.0,37.254999999999995,100.0,26.0,767.0
